ts_code,name,industry,symbol,area,list_date,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag,size_class
688251.SH,井松智能,专用机械,688251,安徽,20220606,20240426.0,20231231,0.71,0.71,11.187,11.187,8.6628,0.4153,3.5325,19069072.14,23218242.91,158270809.91,1.6856,1.3132,1.1121,2.0057,0.5936,9.4432,0.4715,17504331.36,36616401.84,45336847.02,-35682482.5543,-13682482.5543,668781408.96,10497092.52,54008981.74,-202298070.81,774340756.35,494900912.08,291688092.4,854618841.07,234615536.92,0.7116,13.4718,-0.2163,3.9479,-1.3619,0.6161,-0.6004,-0.2302,6.3607,23.8063,76.1937,18.8532,6.3607,7.6391,12.2999,-1.0858,-0.424,97.3671,6.193,5.5077,5.3796,5.36,2.9537,2.5967,2.9988,4.2468,5.3796,2.5967,47.8055,1.9159,1.7939,79.3258,20.6742,50.4819,6.3197,93.6803,98.4437,1.5563,-0.0178,0.9159,1.0918,14.8236,1.056,14.3373,,-0.0175,393.3668,2.9988,2.9988,104452214.88,6.6098,5.5595,91.994,4.3818,3.1036,2.2882,7.3857,-47.7941,-47.7941,34.5537,-45.1401,-42.4719,-40.3514,-53.23,34.5613,-42.5157,3.7705,19.2403,3.7651,13.6875,13.6875,-10.4279,16040.5754,3.7651,1,micro
688251.SH,井松智能,专用机械,688251,安徽,20220606,20250426.0,20241231,0.5,0.5,9.6265,9.6265,5.6173,0.34,2.706,5595167.13,37317172.68,199290553.31,1.735,1.2418,1.1074,1.8252,0.614,10.5064,0.5135,19390383.44,39811457.65,50069017.88,-103555776.8698,-98375776.8698,810043704.58,12670587.02,58610582.91,-297748990.68,807494709.7,638230420.47,340186857.59,899571567.59,264534018.93,0.4941,9.6833,-0.9335,3.046,1.1317,0.4584,-1.1924,-1.1328,5.1329,23.8378,76.1622,17.1965,5.1329,5.5708,11.9711,-0.3454,-0.0321,97.6807,5.1466,4.762,5.2282,5.25,4.5465,2.4453,2.6357,4.5329,5.2282,2.4453,51.1718,2.048,1.9836,87.4762,12.5238,46.8851,6.5154,93.4846,98.5289,1.4711,-0.0934,1.048,0.9542,14.3483,0.9162,13.7773,,-0.092,436.7756,2.6357,2.6357,131128896.14,5.1398,2.2497,100.5194,1.1938,0.7676,0.5923,10.5721,2.0408,2.0408,-331.5765,4.5046,-2.2155,1.478,60.72,-530.7101,-3.3911,-28.1217,12.2817,5.04,25.7514,25.7514,-5.166,-11.102,5.04,1,micro
688252.SH,天德钰,半导体,688252,深圳,20220927,20210629.0,20181231,,,7.3961,7.3961,1.2803,0.0182,0.2275,16918147.37,432400.0,95530982.14,2.0223,1.0516,1.0451,8.603,1.9632,20.1932,1.7296,17291715.03,21340910.95,26087900.3,,,73613660.98,726562.5,50272290.88,-18107386.46,150407358.9,126649194.06,108541807.6,210044422.17,16339896.21,0.2609,2.4025,-0.52,0.2457,-0.1155,0.3209,,,3.5275,19.4223,80.5777,14.7226,3.5275,2.8118,11.2043,0.7065,1.1244,96.4844,4.205,4.3388,10.8595,10.1,0.2706,7.5042,6.1011,8.2604,10.8595,7.5042,43.8183,1.7799,,88.0973,11.9027,52.8887,23.9341,76.0659,99.4169,0.5831,-0.2768,0.7799,1.2822,3.1781,1.207,2.9919,,-0.2752,41.8459,6.1011,,24357777.81,4.2033,,,,,,,,,,,,,,,,,,,,,,,,1,small
688252.SH,天德钰,半导体,688252,深圳,20220927,20220907.0,20191231,,,6.9806,6.9806,0.0251,,0.3695,12099366.83,5178300.0,92171975.07,1.2157,0.8804,0.7984,6.3671,1.7568,17.6177,1.556,8163570.26,24076286.94,35072109.55,72492510.4415,122314350.4415,138541181.52,1978445.62,90093555.88,-2809075.8,76364903.97,49326180.99,46517105.19,171803624.88,24571766.72,0.2598,1.2287,-0.11,0.3695,0.4419,0.362,1.0901,1.8392,3.7218,19.8548,80.1452,18.5945,3.7218,3.9308,14.7541,-0.0904,-0.1877,98.2415,4.7356,5.1863,14.3097,10.27,4.2888,8.0697,5.791,9.9071,14.3097,8.0697,73.838,3.8223,2.471,88.9978,11.0022,24.4506,52.4398,47.5602,99.1421,0.8579,-0.0322,2.8223,0.3543,0.9069,0.3311,0.8476,,-0.032,151.8116,5.791,5.791,28342680.64,4.7374,,,,,,,,,78.8462,6.2918,6.3742,-0.4198,1097.5717,78.513,94.7146,-48.8574,9.8242,-48.8584,-5.6179,-5.6179,,,-48.8584,1,small
688252.SH,天德钰,半导体,688252,深圳,20220927,20220907.0,20201231,0.26,0.26,1.5368,1.5368,0.3634,0.0046,0.1635,11265643.06,49480100.0,148307163.68,4.822,4.4075,4.3354,8.616,1.2377,17.084,1.1321,54220179.72,68032961.8,78209353.44,116048960.9792,27069920.9792,130339153.72,1888813.67,0.0,-514736490.48,539763251.52,498160872.92,-16575617.56,546401548.41,61369097.02,0.1664,1.497,0.41,0.1681,0.7448,0.1864,0.3179,0.0742,10.8291,26.4387,73.5613,16.6735,10.8291,2.6999,12.9571,1.0165,-0.0985,90.3342,12.3146,12.1282,19.3423,39.9,15.7552,13.7308,12.2601,16.6569,19.3423,13.7308,19.4846,1.242,1.5777,92.6131,7.3869,79.5372,0.0,100.0,98.5715,1.4285,1.1524,0.242,4.1323,,4.0821,,,1.136,98.798,12.2601,12.2601,37326550.06,12.3169,,,,,,,,,472.7273,214.2209,214.1617,251.5844,855.5279,2138.485,-47.4233,21.8361,117.2843,568.7077,20.8337,20.8337,,,568.7077,1,small
688252.SH,天德钰,半导体,688252,深圳,20220927,20220907.0,20211231,0.9,0.9,3.0567,3.0567,0.3881,0.0847,0.9856,5378263.19,323940200.0,570904522.88,4.5025,3.781,3.4955,22.1868,1.3636,19.2053,1.249,380209418.75,378123673.12,397467371.51,71687520.6117,71687520.6117,220734827.93,1071857.09,5124466.42,-586104650.41,868247818.63,784016791.2,195900669.02,886091851.26,390687557.43,0.9022,2.4136,0.41,1.0704,0.0726,1.036,0.1964,0.1964,29.5164,51.1695,48.8305,16.5565,29.5164,2.4256,14.694,-0.5631,-0.0804,65.9223,34.908,33.8908,46.1434,47.2,45.3898,42.3306,36.8669,44.8682,46.1434,42.3306,20.483,1.2576,1.2516,90.9708,9.0292,78.3689,0.5783,99.4217,98.6413,1.3587,0.6618,0.2576,3.8821,171.914,3.826,169.4318,,0.6528,87.4327,36.8669,36.8669,78861148.46,34.7293,2.1583,70.1087,9.2328,,7.3416,19.0002,246.1538,246.1538,0.0,463.8145,460.8228,442.1266,554.6878,-1.37,236.2427,61.2291,63.2553,61.2308,98.8981,98.8981,,-3.4321,61.2308,1,small
688252.SH,天德钰,半导体,688252,深圳,20220927,20230330.0,20221231,0.35,0.35,2.9547,2.9547,2.224,0.1143,1.169,3643584.7,126141176.31,329416832.04,6.9593,6.3748,6.2374,24.8737,0.8788,12.8114,0.7559,125121793.74,116609612.04,153175550.84,149522798.5103,199522798.5103,194875859.52,1969448.76,52291204.75,-1355038654.63,1794519172.1,1472156480.74,116987139.5,1865900471.18,520472318.44,0.32,4.4719,0.085,1.2834,0.6315,0.2875,0.3687,0.492,10.8306,27.4901,72.5099,15.4748,10.8306,2.368,15.1597,-2.053,-1.5647,89.5585,10.8723,9.7312,9.633,11.34,9.3626,7.3556,8.1866,8.4375,9.633,7.3556,12.0779,1.1374,1.1767,83.3449,16.6551,86.9966,2.8025,97.1975,99.157,0.843,0.1396,0.1374,7.2796,34.6829,7.203,34.3178,,0.1384,77.84,8.1866,8.1866,108207837.71,10.8782,2.6208,114.2896,-1.4619,-1.5522,-1.2824,21.4532,-61.1111,-61.1111,-79.2683,-66.5488,-66.3582,-60.5899,-61.06,-76.7186,-80.8564,85.2793,86.1854,105.8657,7.4033,7.4033,-23.7097,-381.3589,105.8657,1,small
688252.SH,天德钰,半导体,688252,深圳,20220927,20240402.0,20231231,0.28,0.27,2.9556,2.9556,2.2394,0.1504,1.3979,11985915.3,100849244.29,241859521.5,7.4067,6.6379,6.5128,23.747,0.6311,11.3248,0.5617,94493830.16,66984511.72,115160302.78,118296109.0419,68296109.0419,283238214.47,2142281.01,5678208.48,-1750035829.86,1932931841.49,1826477159.39,72613018.98,1955958340.11,633307175.59,0.2759,4.7682,0.9422,1.5483,-0.834,0.1638,0.2892,0.167,9.3338,20.0068,79.9932,11.5499,9.3338,1.8881,13.6126,-3.9507,-0.4931,92.1834,9.5959,5.541,5.9957,5.99,5.3588,3.1126,5.2432,3.4155,5.9957,3.1126,12.9859,1.1492,1.1435,94.21,5.79,86.2401,0.2903,99.7097,97.9487,2.0513,1.3517,0.1492,6.7006,343.4675,6.641,340.4123,,1.324,82.8341,5.2432,5.2432,105284842.52,9.5794,1.9,91.7174,1.9717,1.59,1.7296,10.4627,-20.0,-22.8571,1008.4706,-10.961,-11.1626,-13.0598,-20.05,1017.2727,-19.1523,6.6258,8.658,7.5358,0.8823,0.8823,49.9161,51.4198,7.5358,1,small
688252.SH,天德钰,半导体,688252,深圳,20220927,20250327.0,20241231,0.68,0.67,5.139,5.139,2.3086,0.2064,1.9585,27494627.22,247386143.78,450034340.62,6.0886,5.4614,5.1377,13.6185,0.9374,19.7151,0.873,249444619.57,242535187.59,297164247.3,68010788.3194,68010788.3194,387843178.46,1825412.88,4471549.05,-1752902695.0,2152873433.14,1983522537.41,228103058.85,2184620167.38,885482178.57,0.672,5.3302,0.3348,2.1649,-0.2387,0.593,0.1663,0.1663,13.0773,21.4101,78.5899,8.9498,13.0773,1.9806,9.6142,-2.645,-0.4681,88.1328,13.8394,11.5385,13.31,13.43,11.9787,10.0728,11.4162,11.0378,13.31,10.0728,15.3106,1.1808,1.1659,92.1933,7.8067,83.6298,0.2047,99.7953,98.8983,1.1017,0.3513,0.1808,5.5314,487.56,5.4622,481.4603,,0.3474,76.9574,11.4162,11.4162,107949954.36,13.8797,1.8122,86.8573,3.8881,3.7954,3.3082,11.5026,142.8571,148.1481,-64.4661,150.7693,151.9314,143.6127,145.3,-64.4683,117.9269,11.7864,14.855,11.7864,73.877,73.877,61.576,-10.0367,11.7864,1,small
688253.SH,英诺特,医疗保健,688253,北京,20220728,20210616.0,20181231,,,3.2176,3.2176,2.101,0.0055,-0.6266,809000.0,16157900.0,63092986.68,2.0619,1.8255,1.1592,8.874,1.0378,4.5077,0.806,17212111.19,18334572.27,20849319.5,,,34334931.78,200000.0,2503927.07,-29884466.3,58705033.85,39117862.27,9233395.97,63258088.61,-15215680.91,0.6926,2.4799,0.5474,-0.6211,0.9286,0.7484,,,21.5249,80.0411,19.9589,56.7747,21.5249,30.7174,26.5824,-0.5252,0.7492,78.1643,23.1187,23.2596,27.9276,65.4,26.5955,18.7483,17.3501,26.8221,27.9276,18.7483,37.8747,1.6097,,77.6709,22.3291,60.0299,3.9583,96.0417,99.46,0.54,0.364,0.6097,1.6403,24.2636,1.585,23.4452,,0.362,40.568,17.3501,,17486915.5,23.0434,,,,,,,,,,,,,,,,,,,,,,,,1,small
688253.SH,英诺特,医疗保健,688253,北京,20220728,20220711.0,20191231,,,5.3831,5.3831,3.2254,0.0876,0.1492,-10860138.08,32148390.64,113206862.97,2.9505,2.6659,2.5107,13.1575,1.313,7.5612,1.0711,24938676.17,26709534.67,29564031.63,34279121.056,31779121.056,45505571.22,,0.0,-60746979.05,110249199.88,88756700.19,28009721.14,114401680.38,6072571.65,0.8303,4.4622,1.3648,0.2369,1.1061,1.0418,1.3371,1.2395,15.425,82.0274,17.9726,63.0073,15.425,32.9638,30.4724,-0.429,-0.3698,81.9299,19.3982,19.3532,24.3078,23.72,36.7083,20.7291,16.5217,23.9547,24.3078,20.7291,28.4575,1.3978,1.4713,83.9626,16.0374,68.9457,0.0,100.0,100.0,,0.7689,0.3978,2.514,,2.4228,,,0.7689,184.5386,16.5217,16.5217,19018067.89,19.3617,,,,,,,,,149.3241,46.9075,47.1097,25.4673,98.9639,160.9349,-33.3694,79.9347,63.516,88.3026,75.0838,75.0838,,,88.3026,1,small
688253.SH,英诺特,医疗保健,688253,北京,20220728,20220711.0,20201231,5.77,5.77,10.1636,10.1636,2.5029,0.0045,3.0356,-22128771.65,593581130.65,926601461.15,6.2843,5.9292,5.6624,98.0803,2.5458,24.8457,2.2067,669291453.61,673913770.41,680487049.44,531328631.7983,539615694.7983,99987764.18,3767299.35,8295839.24,-473751953.45,659370266.56,572207153.61,98455200.16,676305685.12,310211095.62,5.6002,6.543,6.27,3.0401,4.1287,6.6044,5.207,5.2882,55.1356,89.3454,10.6546,23.9731,55.1356,9.8029,10.8487,3.3216,-0.0489,35.4651,65.0563,64.9806,146.1416,136.21,151.8008,143.3908,121.6661,144.5185,146.1416,143.3908,14.3644,1.1677,1.2019,87.2356,12.7644,84.5281,1.2266,98.7203,96.6379,3.3621,5.9087,0.1677,5.9585,80.4802,5.8846,79.482,,5.71,87.4148,121.6661,121.5897,66942409.1,65.032,,,,,,,,,359.408,2420.2028,2424.011,2584.3554,1746.379,1728.5546,359.9629,46.6317,387.8207,483.6026,651.4618,651.4618,,,483.6026,1,small
688253.SH,英诺特,医疗保健,688253,北京,20220728,20220711.0,20211231,1.18,1.18,3.2037,3.2037,2.5055,0.1536,3.5749,11653542.88,108598854.82,250630859.21,12.423,11.5864,10.9571,49.5977,0.4922,3.6402,0.4143,124040350.57,135923056.92,155022565.9,37546347.8606,29259284.8606,51268710.03,7033897.58,1400697.38,-478342826.83,722147191.27,595679046.41,116814242.51,739570624.7,380463493.32,1.1785,7.2341,1.04,3.7285,-0.0226,1.332,0.368,0.2867,36.7567,76.6674,23.3326,37.638,36.7567,14.6353,20.5665,2.4363,-0.2937,62.0563,42.7602,41.5785,17.1078,16.52,15.4499,17.228,15.2301,16.7414,17.1078,17.228,7.4828,1.0809,1.1224,81.1942,18.8058,90.509,0.1894,99.8106,87.3443,12.6557,2.0379,0.0809,12.364,527.0017,12.0956,515.5626,,1.7799,200.9734,15.2301,15.2418,115342770.35,42.1543,23.1688,87.6186,2.0798,,1.9242,93.7999,-79.5494,-79.5494,-83.4131,-79.2817,-79.5677,-78.9567,-81.7045,-83.3907,-80.967,10.5624,2.2835,10.5622,-68.4788,-68.4788,,85.495,10.5622,1,small
688253.SH,英诺特,医疗保健,688253,北京,20220728,20230331.0,20221231,1.24,1.24,3.2825,3.2825,7.5123,0.1847,3.7191,18195115.41,132488696.89,273339889.25,7.147,6.8393,6.7387,6.9542,0.3745,3.7328,0.3259,143429052.24,157666174.35,183383152.63,90241881.5771,107813379.6171,222479744.85,7637746.35,23120202.86,-365550218.9,1667802055.97,1494397213.08,1126359029.67,1712456851.3,531147305.62,1.1075,12.416,0.9292,3.9037,-0.7429,1.1588,0.6632,0.7924,33.7389,61.2022,38.7978,25.436,33.7389,11.2575,25.2437,-11.0652,-0.1491,67.8855,37.651,35.3023,12.4147,11.77,10.9156,11.5066,10.997,11.7794,12.4147,11.5066,13.0362,1.1499,1.1289,89.4436,10.5564,85.8552,1.3501,98.6499,96.0015,3.9985,0.52,0.1499,6.671,73.0676,6.5859,72.1361,,0.4992,174.7853,10.997,10.997,124148917.48,36.8341,12.8507,89.3652,1.3703,1.0004,1.2358,62.2567,5.0847,5.0847,-10.6538,20.2951,19.377,25.3063,22.0,18.9692,-45.2464,71.6316,143.469,128.8547,36.6193,36.6193,117.6199,17.2296,128.8547,1,small
688253.SH,英诺特,医疗保健,688253,北京,20220728,20240416.0,20231231,1.28,1.28,3.5133,3.5133,7.5294,0.3395,4.6767,26900350.2,147047727.73,363211214.97,8.7004,8.4146,8.3811,4.166,0.2648,3.9963,0.2385,165988203.69,190917955.18,223835498.79,227032966.1357,209461468.0957,213275972.03,7375654.04,2995053.93,-163469513.8,1812933575.23,1657382942.27,1492876646.81,1845003551.56,682509288.09,1.2785,13.5381,1.9098,5.0162,-1.5596,1.4032,1.6686,1.5395,36.3894,75.9827,24.0173,30.1781,36.3894,12.1718,19.6717,-1.6654,-9.4643,65.2757,41.8501,39.9395,9.8517,9.87,8.3281,9.5263,8.6795,9.4124,9.8517,9.5263,10.8269,1.1214,1.135,90.6549,9.3451,87.7655,0.1623,99.8377,96.2385,3.7615,1.2073,0.1214,8.2362,615.0168,8.1062,605.3092,,1.1619,300.1144,8.6795,8.6795,115079751.24,41.4967,12.8021,55.9782,4.8602,4.5077,4.4643,109.3941,3.2258,3.2258,105.5316,18.9676,20.579,15.4391,10.99,105.5349,5.8711,9.0375,6.336,9.0374,7.0307,7.0307,46.6608,786.2854,9.0374,1,small
688253.SH,英诺特,医疗保健,688253,北京,20220728,20250426.0,20241231,1.81,1.81,4.5537,4.5537,7.5895,0.5278,5.884,29107233.69,217752441.57,497883225.35,9.5026,9.2958,9.1901,8.6906,0.3211,5.4886,0.2905,241567095.62,270471773.61,300158018.4,,,207010667.18,6290420.35,5769288.42,-301964490.87,1952758279.71,1787336800.08,1482803932.6,1999157753.21,874944636.95,1.809,14.6081,2.2385,6.4118,1.0353,1.9821,,,39.7271,80.1242,19.8758,38.5719,39.7271,15.1682,24.5466,-1.1428,-0.6482,61.1247,44.4458,43.527,12.8727,12.74,11.3549,12.6444,11.5406,12.5622,12.8727,12.6444,9.9017,1.1099,1.1154,90.2864,9.7136,88.2619,0.2886,99.7114,95.9562,4.0438,1.4531,0.1099,9.0993,345.5172,8.9138,338.4747,,1.3944,194.4268,11.5406,11.5406,113717503.7,44.5013,38.487,116.8517,0.1117,-0.2973,0.1029,90.7642,41.4063,41.4063,17.2112,38.0555,39.405,41.9157,48.08,17.5521,31.1385,7.9036,7.1069,8.2182,29.9928,29.9928,-49.6106,-115.99,8.2182,0,small
688256.SH,寒武纪-U,半导体,688256,北京,20200720,20200630.0,20171231,,,7.807,7.807,411.9652,,-380.0418,-351839708.12,-28860700.0,7840274.14,1.1239,1.1238,0.5766,1.7782,0.0138,1.1125,0.0133,-392846445.81,-382154139.76,-381631429.73,,,506639279.04,50468768.02,0.0,-232196206.08,29764050.65,62794775.41,-169401430.67,33076568.65,-381809172.04,-378.9382,32.9235,-23.4154,-380.0418,161.9899,-380.3852,,,-4853.8456,99.9618,0.0382,5107.2935,-4853.8456,1.53,5124.1769,-18.4134,,5108.7048,-4853.8456,-4872.3802,-1150.9671,,-87.2542,-64.7516,-64.5053,-1150.9671,-1150.9671,-64.7516,94.3956,17.8431,,96.4841,3.5159,5.0432,0.0,100.0,90.9409,9.0591,-0.0464,16.843,0.0594,,0.0534,,,-0.0422,202.4519,-64.5053,,11241137.16,-4853.8456,,,,,,,,,,,,,,,,,,,,,,,,1,mid
688256.SH,寒武纪-U,半导体,688256,北京,20200720,20200630.0,20181231,,,103.7431,103.7431,826.5481,,-374.8625,130868475.42,-171914982.79,116908096.87,1.2068,1.2047,0.5742,6.3163,0.0664,4.9215,0.0644,-171914982.79,-44763175.86,-27762113.53,515482110.88,515482110.88,2447774472.99,83034718.34,0.0,-1354374887.7,471211347.36,506169559.31,-848205328.39,510642389.14,-422855679.41,-36.3878,452.6856,-49.1924,-374.8625,999.2464,-39.6827,456.976,456.976,-35.0749,99.8999,0.1001,245.8498,-35.0749,5.3116,242.8429,-2.3047,,246.9042,-35.3184,-38.2509,-15.0984,-12.5,-63.2367,-2.4652,-2.2605,-16.4656,-15.0984,-2.4652,83.2106,5.9561,6.6793,97.1228,2.8772,15.493,0.0,100.0,96.719,3.281,-0.0227,4.9561,0.2018,,0.1862,,,-0.0219,8039.257,-2.2605,-2.2605,40913441.65,-35.0749,,,,,,,,,-110.0857,89.1433,89.2182,89.2182,-495.6716,-135.8857,99.3016,1274.962,415.339,1443.8191,1392.0458,1392.0458,,,1443.8191,1,mid
688256.SH,寒武纪-U,半导体,688256,北京,20200720,20200630.0,20191231,-3.27,-3.27,1.2332,1.2332,13.4753,,-2.374,-802252560.16,-376733089.37,302713093.38,18.7047,18.4901,1.9354,9.1296,0.1199,7.0158,0.1152,-1316165606.57,-1184250677.39,-1130795847.63,-6067527821.5,-6067527821.5,237975074.96,74017697.83,0.0,-383308680.43,4230419387.8,4213266055.82,3829957375.39,4356479508.77,-854637043.86,-3.275,12.1013,-0.56,-2.374,-2.6974,-3.2896,-16.8542,-16.8542,-265.6056,68.1881,31.8119,363.5242,-265.6056,4.2828,360.213,-0.9716,-0.5247,396.4748,-265.4235,-266.7601,-48.4469,-39.28,-15.4807,-30.7202,-30.5872,-48.6633,-48.4469,-30.7202,6.683,1.0716,1.5841,95.3468,4.6532,90.6168,0.0,100.0,76.2758,23.7242,-0.848,0.0716,13.9634,,13.5594,,,-0.6468,111.0797,-30.5872,-30.5836,86047880.47,-265.6056,3.4662,290.5192,-13.6157,,-12.7088,20.6155,,,98.8616,-2750.8949,-2772.6569,-2772.3166,-119.1392,-263.6589,-236.677,-97.3268,53.4949,753.1371,279.3528,279.3528,,-6.9872,753.1371,1,mid
688256.SH,寒武纪-U,半导体,688256,北京,20200720,20210427.0,20201231,-1.15,-1.15,1.147,1.147,18.2968,,-3.2221,224243354.45,-658752685.61,300057369.63,17.1686,16.9424,12.7355,3.3713,0.081,4.1407,0.0766,-672111201.95,-456646080.44,-329181139.04,1521425347.22,1521425347.22,400574213.32,477453225.77,0.0,-4875288355.88,6160773033.82,6476718690.8,1601430334.92,6431501232.57,-1289146375.02,-1.086,16.0747,-0.3303,-3.2221,8.0796,-1.1413,3.8026,3.8026,-94.6793,65.3823,34.6177,208.3243,-94.6793,9.7894,203.3822,-4.8473,-1.8843,246.4526,-94.6685,-99.5029,-8.0554,-8.39,-12.2127,-7.6247,-7.2551,-8.4658,-8.0554,-7.6247,12.0121,1.1365,1.1103,94.0867,5.9133,84.2841,0.0,100.0,45.6221,54.3779,-0.3299,0.1365,7.3249,,7.0166,,,-0.1505,270.6808,-7.2551,-7.2551,135621241.06,-94.6793,6.6921,169.3285,-1.9263,-3.0381,-1.7525,61.2817,64.8318,64.8318,41.0179,63.1288,63.1499,63.1455,-74.8593,34.5141,75.036,32.8345,56.5722,47.6307,3.3763,3.3763,-9.6944,-16.0687,47.6307,1,mid
688256.SH,寒武纪-U,半导体,688256,北京,20200720,20220416.0,20211231,-2.06,-2.06,1.8022,1.8022,19.012,,-5.2883,285800192.23,-1110749601.34,449894615.18,12.2779,11.7068,6.8227,2.1031,0.1105,3.4703,0.1009,-1135451652.77,-879948218.86,-617404275.19,-2353956744.25,-2353956744.25,449205666.0,464620565.07,95108624.43,-2825737221.02,5617537917.64,5668218401.37,2800763180.93,6075320089.81,-2115857127.18,-2.0619,14.7237,-2.1823,-5.2883,-1.7373,-2.1993,-5.8834,-5.8834,-115.0849,62.3948,37.6052,214.9551,-115.0849,9.9058,212.3907,-7.3413,-3.4003,257.473,-114.3075,-122.0379,-13.3894,-13.53,-18.0281,-12.3081,-11.6069,-14.1738,-13.3894,-12.3081,14.4357,1.1687,1.1604,88.2914,11.7086,80.3752,1.5655,96.9654,49.8145,50.1855,-1.7373,0.1687,5.8388,61.9393,5.5678,59.0644,,-0.8654,447.7586,-11.6069,-11.5388,280990511.14,-114.254,5.5943,152.6446,-3.3062,-4.0514,-2.9202,-44.3293,-79.1304,-79.1304,-560.7024,-89.7088,-89.5985,-89.8577,-68.6141,-560.7291,-107.2787,-8.4045,-4.3831,-8.4046,57.1153,57.1153,65.4383,18.1811,-8.4046,0,mid
688256.SH,寒武纪-U,半导体,688256,北京,20200720,20230429.0,20221231,-3.14,-3.14,1.8189,1.8189,19.6457,,-8.4139,322916474.13,-1579478996.13,479412269.41,7.8488,7.3191,6.0189,1.1724,0.1398,2.8413,0.1143,-1688012712.81,-1369169456.3,-1002421402.1,121648191.22,121648191.22,479201309.92,246760760.41,104637662.78,-2362672043.07,4548074318.96,3713014853.84,1308648497.11,5044457522.26,-3372419649.18,-3.135,12.1129,-3.3179,-8.4139,-1.1315,-3.416,0.3035,0.3035,-181.7481,65.7599,34.2401,253.8375,-181.7481,11.3451,249.6096,-7.1172,-26.9438,331.5408,-181.6445,-187.8058,-23.3866,-23.4,-29.3966,-21.4611,-20.7688,-24.6682,-23.3866,-21.4611,14.3941,1.1681,1.1874,73.7409,26.2591,78.817,2.0743,96.2452,65.2715,34.7285,-2.453,0.1681,5.8452,46.3987,5.4757,43.465,,-1.6011,779.8756,-20.7688,-19.696,259401621.24,-181.4359,7.0447,208.3258,-6.2132,-8.6619,-5.7994,-37.0638,-52.4272,-52.4272,-52.0368,-60.6694,-60.5601,-52.3199,-42.1994,-52.3079,-84.8201,-17.732,-17.4374,-17.5848,1.108,1.108,-6.81,0.4887,-17.5848,0,mid
688256.SH,寒武纪-U,半导体,688256,北京,20200720,20240430.0,20231231,-2.07,-2.07,1.7028,1.7028,22.9896,,-10.1322,194422343.01,-1042862484.0,490586934.8,12.1929,11.9783,11.4945,1.0066,0.1433,3.7831,0.1164,-1094145998.13,-919826714.78,-589593901.14,-737333456.97,-737333456.97,428005267.67,220190135.44,40311629.9,-3913398778.64,5494019514.84,5184335828.63,1265801191.92,5769840719.22,-4221013418.38,-2.0366,13.562,-1.4295,-10.1322,3.568,-2.208,-1.7699,-1.7699,-123.7798,69.1565,30.8435,184.4362,-123.7798,11.5687,179.178,-6.3104,-19.4581,254.2383,-123.4597,-129.6651,-16.1532,-15.34,-19.8548,-15.0934,-14.4083,-17.0762,-16.1532,-15.0934,10.7277,1.1202,1.1603,87.9945,12.0055,85.6028,0.6987,97.9202,67.2732,32.7268,-1.2858,0.1202,8.2059,140.1541,7.9796,136.2887,,-0.865,745.7379,-14.4083,-13.922,250947119.92,-123.3092,4.7034,119.6356,-0.7105,-1.6466,-0.7302,-12.6734,34.0764,34.0764,56.9155,33.864,33.8687,32.468,33.9743,55.2183,41.9699,11.9633,11.2153,16.3741,-2.6951,-2.6951,21.2852,83.4749,16.3741,1,mid
